date,price_usd_per_mmbtu,return_1day,return_3days,return_7days
2021-08-09,4.24,-0.028302,-0.011022,-0.013224
2021-08-10,4.12,-0.012136,-0.013783,-0.010291
2021-08-11,4.07,0.007371,-0.011426,-0.004454
2021-08-12,4.1,-0.036585,-0.014731,-0.00587
2021-08-13,3.95,-0.005063,-0.007638,8.4e-05
2021-08-16,3.93,-0.002545,-0.008541,0.0037
2021-08-17,3.92,-0.015306,0.001881,0.005482
2021-08-18,3.86,-0.007772,0.006137,0.017496
2021-08-19,3.83,0.028721,0.010424,0.015323
2021-08-20,3.94,-0.002538,0.007601,0.013909
2021-08-23,3.93,0.005089,0.011756,0.01823
2021-08-24,3.95,0.020253,0.032992,0.023924
2021-08-25,4.03,0.009926,0.018578,0.024717
2021-08-26,4.07,0.068796,0.021544,-0.119558
2021-08-27,4.35,-0.022989,0.00785,-0.15095
2021-08-30,4.25,0.018824,0.030494,-0.148888
2021-08-31,4.33,0.027714,0.032821,-0.140938
2021-09-01,4.45,0.044944,-0.30975,-0.140191
2021-09-02,4.65,0.025806,-0.487097,-0.145083
2021-09-03,4.77,-1.0,-0.505308,-0.143626
2021-09-06,0.0,,0.027954,0.03139
2021-09-07,4.71,-0.010616,0.029367,0.023372
2021-09-08,4.66,0.066524,0.038104,0.019712
2021-09-09,4.97,0.032193,0.027446,0.008329
2021-09-10,5.13,0.015595,0.033412,-0.004161
2021-09-13,5.21,0.034549,0.019969,-0.007541
2021-09-14,5.39,0.050093,-0.003625,-0.011896
2021-09-15,5.66,-0.024735,-0.024708,-0.014425
2021-09-16,5.52,-0.036232,-0.034876,0.001154
2021-09-17,5.32,-0.013158,-0.025487,0.016921
2021-09-20,5.25,-0.055238,-0.019746,0.01375
2021-09-21,4.96,-0.008065,0.009463,0.017902
2021-09-22,4.92,0.004065,0.040256,0.019822
2021-09-23,4.94,0.032389,0.063614,0.024079
2021-09-24,5.1,0.084314,0.041034,0.033492
2021-09-27,5.53,0.074141,0.004203,0.013149
2021-09-28,5.94,-0.035354,-0.018718,-0.004347
2021-09-29,5.73,-0.026178,0.004355,-0.005551
2021-09-30,5.58,0.005376,0.04584,-0.001812
2021-10-01,5.61,0.033868,0.024686,-0.005719
2021-10-04,5.8,0.098276,-0.002714,-0.004672
2021-10-05,6.37,-0.058085,-0.050067,-0.009462
2021-10-06,6.0,-0.048333,-0.030705,-0.012747
2021-10-07,5.71,-0.043783,-0.02192,-0.017134
2021-10-08,5.46,0.0,0.006407,-0.016582
2021-10-11,5.46,-0.021978,0.02799,-0.0148
2021-10-12,5.34,0.041199,0.008289,-0.009607
2021-10-13,5.56,0.064748,-0.031792,-0.010866
2021-10-14,5.92,-0.081081,-0.066682,-0.002749
2021-10-15,5.44,-0.079044,-0.035497,0.005588
2021-10-18,5.01,-0.03992,-0.004357,0.025058
2021-10-19,4.81,0.012474,0.019745,0.025201
2021-10-20,4.87,0.014374,0.05611,0.01864
2021-10-21,4.94,0.032389,0.043743,0.009561
2021-10-22,5.1,0.121569,0.052029,0.007944
2021-10-25,5.72,-0.022727,-0.001466,-0.002454
2021-10-26,5.59,0.057245,-0.005041,0.004371
2021-10-27,5.91,-0.038917,-0.040516,-0.009292
2021-10-28,5.68,-0.033451,-0.020519,-0.003214
2021-10-29,5.49,-0.04918,0.006891,-0.01006
2021-11-01,5.22,0.021073,0.031633,-0.017658
2021-11-02,5.33,0.04878,0.01181,-0.012836
2021-11-03,5.59,0.025045,-0.00324,-0.015053
2021-11-04,5.73,-0.038394,-0.038713,-0.024379
2021-11-05,5.51,0.00363,-0.060036,-0.008712
2021-11-08,5.53,-0.081374,-0.042971,-0.017337
2021-11-09,5.08,-0.102362,-0.004758,-0.00186
2021-11-10,4.56,0.054825,0.015949,0.011321
2021-11-11,4.81,0.033264,0.021434,0.001448
2021-11-12,4.97,-0.040241,-0.008571,0.000245
2021-11-15,4.77,0.071279,0.013833,0.005417
2021-11-16,5.11,-0.056751,-0.013294,-0.147623
2021-11-17,4.82,0.026971,0.000861,-0.162769
2021-11-18,4.95,-0.010101,0.000153,-0.200716
2021-11-19,4.9,-0.014286,0.002173,-0.214206
2021-11-22,4.83,0.024845,-0.326399,-0.220641
2021-11-23,4.95,-0.00404,-0.50202,-0.236283
2021-11-24,4.93,-1.0,-1.0,-0.249691
2021-11-25,0.0,,-0.077551,-0.056551
2021-11-26,0.0,,-0.062006,-0.049858
2021-11-29,4.9,-0.077551,-0.059125,-0.035196
2021-11-30,4.52,-0.04646,-0.056968,-0.02864
2021-12-01,4.31,-0.053364,-0.052914,-0.022782
2021-12-02,4.08,-0.071078,-0.040591,0.000497
2021-12-03,3.79,-0.034301,0.000695,-0.001341
2021-12-06,3.66,-0.016393,0.001574,0.006639
2021-12-07,3.6,0.052778,0.005222,0.004458
2021-12-08,3.79,-0.031662,0.024159,-0.001525
2021-12-09,3.67,-0.00545,0.00673,0.0107
2021-12-10,3.65,0.109589,0.015734,0.013305
2021-12-13,4.05,-0.083951,-0.03135,-0.002711
2021-12-14,3.71,0.021563,0.000267,-0.004823
2021-12-15,3.79,-0.031662,0.011048,-0.150761
2021-12-16,3.67,0.010899,0.025865,-0.170611
2021-12-17,3.71,0.053908,0.02139,-0.178707
2021-12-20,3.91,0.012788,-0.029491,-0.183676
2021-12-21,3.96,-0.002525,-0.367086,-0.165219
2021-12-22,3.95,-0.098734,-0.549367,-0.164798
2021-12-23,3.56,-1.0,-0.518841,-0.151833
2021-12-24,0.0,,-0.006792,0.014388
2021-12-27,3.45,-0.037681,0.036648,0.014248
2021-12-28,3.32,0.024096,0.049209,0.025677
2021-12-29,3.4,0.123529,0.034196,0.018247
2021-12-30,3.82,0.0,-0.007872,0.012909
2021-12-31,3.82,-0.020942,-0.003404,0.012909
2022-01-03,3.74,-0.002674,0.017686,0.031697
2022-01-04,3.73,0.013405,0.009271,0.037026
2022-01-05,3.78,0.042328,0.033524,0.022858
2022-01-06,3.94,-0.027919,0.019414,-0.126046
2022-01-07,3.83,0.086162,0.06558,-0.142401
2022-01-10,4.16,0.0,0.048403,-0.144307
2022-01-11,4.16,0.110577,0.019812,-0.159303
2022-01-12,4.62,0.034632,-0.350381,-0.190467
2022-01-13,4.78,-0.085774,-0.542887,-0.192589
2022-01-14,4.37,-1.0,-0.462637,-0.176706
2022-01-17,0.0,,-0.007627,-0.002571
2022-01-18,4.55,0.074725,-0.030553,-0.002204
2022-01-19,4.89,-0.08998,-0.048162,0.027753
2022-01-20,4.45,-0.076404,-0.014994,0.037344
2022-01-21,4.11,0.021898,0.025411,0.045432
2022-01-24,4.2,0.009524,0.018112,0.075069
2022-01-25,4.24,0.044811,0.109745,0.055372
2022-01-26,4.43,0.0,0.087192,0.036739
2022-01-27,4.43,0.284424,0.080598,0.012662
2022-01-28,5.69,-0.022847,0.062242,-0.032474
2022-01-31,5.56,-0.019784,0.027072,-0.034858
2022-02-01,5.45,0.229358,0.005128,-0.035491
2022-02-02,6.7,-0.128358,-0.127505,-0.067902
2022-02-03,5.84,-0.085616,-0.095229,-0.049211
2022-02-04,5.34,-0.168539,-0.079869,-0.027809
2022-02-07,4.44,-0.031532,-0.03176,-0.001081
2022-02-08,4.3,-0.039535,-0.020422,0.009281
2022-02-09,4.13,-0.024213,-0.006419,0.01618
2022-02-10,4.03,0.002481,0.023051,-0.123218
2022-02-11,4.04,0.002475,0.028411,-0.144168
2022-02-14,4.05,0.064198,0.041254,-0.140489
2022-02-15,4.31,0.018561,0.022772,-0.144289
2022-02-16,4.39,0.041002,-0.316748,-0.152613
2022-02-17,4.57,0.008753,-0.495624,-0.165566
2022-02-18,4.61,-1.0,-0.487723,-0.170762
2022-02-21,0.0,,0.032974,0.00699
2022-02-22,4.48,0.024554,0.011522,0.005377
2022-02-23,4.59,0.041394,-0.008901,0.005264
2022-02-24,4.78,-0.031381,-0.030173,0.005077
2022-02-25,4.63,-0.036717,0.002458,0.000287
2022-02-28,4.46,-0.022422,0.013264,0.003673
2022-03-01,4.36,0.066514,0.028657,0.010016
2022-03-02,4.65,-0.004301,0.019847,0.004815
2022-03-03,4.63,0.023758,-0.000355,-0.000536
2022-03-04,4.74,0.040084,-0.012613,-0.007976
2022-03-07,4.93,-0.064909,-0.018649,-0.006655
2022-03-08,4.61,-0.013015,0.013023,0.00628
2022-03-09,4.55,0.021978,0.003444,0.010223
2022-03-10,4.65,0.030108,-0.013323,0.00415
2022-03-11,4.79,-0.041754,-0.006916,0.006737
2022-03-14,4.59,-0.028322,0.015549,0.02013
2022-03-15,4.46,0.049327,0.029851,0.022275
2022-03-16,4.68,0.025641,0.006563,0.024037
2022-03-17,4.8,0.014583,0.014089,0.020633
2022-03-18,4.87,-0.020534,0.026561,0.013374
2022-03-21,4.77,0.048218,0.02897,0.016307
2022-03-22,5.0,0.052,0.03345,0.013178
2022-03-23,5.26,-0.013308,0.016721,0.004965
2022-03-24,5.19,0.061657,0.00908,0.014495
2022-03-25,5.51,0.001815,-0.011472,0.011432
2022-03-28,5.52,-0.036232,-0.003305,0.019336
2022-03-29,5.32,0.0,0.00694,0.019061
2022-03-30,5.32,0.026316,0.024743,0.026853
2022-03-31,5.46,-0.005495,0.029374,0.022422
2022-04-01,5.43,0.053407,0.050253,0.028606
2022-04-04,5.72,0.04021,0.019732,0.022927
2022-04-05,5.95,0.057143,0.024511,0.022744
2022-04-06,6.29,-0.038156,0.003896,-0.128277
2022-04-07,6.05,0.054545,0.029213,-0.143297
2022-04-08,6.38,-0.004702,0.015583,-0.153279
2022-04-11,6.35,0.037795,0.030125,-0.159664
2022-04-12,6.59,0.013657,-0.315807,-0.171581
2022-04-13,6.68,0.038922,-0.480539,-0.180883
2022-04-14,6.94,-1.0,-0.502674,-0.191669
2022-04-15,0.0,,-0.024179,-0.012801
2022-04-18,7.48,-0.005348,-0.027355,-0.010558
2022-04-19,7.44,-0.043011,-0.039623,-0.008553
2022-04-20,7.12,-0.033708,-0.033885,-0.005073
2022-04-21,6.88,-0.042151,0.001754,0.00935
2022-04-22,6.59,-0.025797,0.016772,0.025939
2022-04-25,6.42,0.073209,0.028265,0.038006
2022-04-26,6.89,0.002903,-0.002355,0.029613
2022-04-27,6.91,0.008683,0.019094,0.028011
2022-04-28,6.97,-0.018651,0.040858,0.021809
2022-04-29,6.84,0.067251,0.066633,0.001786
2022-05-02,7.3,0.073973,0.049035,0.007981
2022-05-03,7.84,0.058673,0.021606,-0.007898
2022-05-04,8.3,0.014458,-0.009529,-0.006428
2022-05-05,8.42,-0.008314,-0.067284,-0.002595
2022-05-06,8.35,-0.034731,-0.02764,0.001956
2022-05-09,8.06,-0.158809,-0.028458,0.011588
2022-05-10,6.78,0.110619,0.047467,0.028915
2022-05-11,7.53,-0.037185,0.024357,0.008937
2022-05-12,7.25,0.068966,0.0446,0.017654
2022-05-13,7.75,0.04129,0.032507,0.020232
2022-05-16,8.07,0.023544,0.006239,0.023514
2022-05-17,8.26,0.032688,-0.011353,0.016367
2022-05-18,8.53,-0.037515,-0.014303,-0.002138
2022-05-19,8.21,-0.029233,0.027206,-0.139636
2022-05-20,7.97,0.023839,0.05837,-0.158036
2022-05-23,8.16,0.08701,0.041596,-0.161812
2022-05-24,8.87,0.064262,-0.019689,-0.167853
2022-05-25,9.44,-0.026483,-0.374442,-0.18905
2022-05-26,9.19,-0.096844,-0.548422,-0.169848
2022-05-27,8.3,-1.0,-0.499409,-0.150036
2022-05-30,0.0,,0.025975,0.019325
2022-05-31,8.46,0.001182,-0.003657,-0.002676
2022-06-01,8.47,0.050767,0.025525,0.00801
2022-06-02,8.9,-0.062921,0.015945,0.004337
2022-06-03,8.34,0.088729,0.042306,-0.007627
2022-06-06,9.08,0.022026,-0.032162,-0.019558
2022-06-07,9.28,0.016164,-0.014177,-0.019744
2022-06-08,9.43,-0.134677,-0.011213,-0.031299
2022-06-09,8.16,0.07598,-0.01521,-0.154917
2022-06-10,8.78,0.025057,-0.0388,-0.193399
2022-06-13,9.0,-0.146667,-0.040244,-0.193535
2022-06-14,7.68,0.005208,-0.012929,-0.174515
2022-06-15,7.72,0.020725,-0.347998,-0.194241
2022-06-16,7.88,-0.064721,-0.53236,-0.189362
2022-06-17,7.37,-1.0,-0.487879,-0.162976
2022-06-20,0.0,,-0.004151,0.004441
2022-06-21,6.6,0.024242,-0.040484,0.000604
2022-06-22,6.76,-0.032544,-0.031898,-0.020116
2022-06-23,6.54,-0.11315,0.010149,-0.158324
2022-06-24,5.8,0.05,0.049367,-0.165853
2022-06-27,6.09,0.093596,0.025226,-0.176226
2022-06-28,6.66,0.004505,-0.046237,-0.186515
2022-06-29,6.69,-0.022422,-0.381072,-0.170971
2022-06-30,6.54,-0.120795,-0.560398,-0.156297
2022-07-01,5.75,-1.0,-0.506119,-0.136408
2022-07-04,0.0,,0.00981,0.027077
2022-07-05,5.72,-0.012238,0.03913,0.027913
2022-07-06,5.65,0.031858,0.065085,0.023451
2022-07-07,5.83,0.09777,0.053976,0.041627
2022-07-08,6.4,0.065625,0.015023,0.022057
2022-07-11,6.82,-0.001466,0.004126,0.017153
2022-07-12,6.81,-0.01909,-0.009878,0.025089
2022-07-13,6.68,0.032934,0.049516,0.032465
2022-07-14,6.9,-0.043478,0.025466,0.032435
2022-07-15,6.6,0.159091,0.050389,0.054408
2022-07-18,7.65,-0.039216,0.015389,0.019448
2022-07-19,7.35,0.031293,0.039308,0.026702
2022-07-20,7.58,0.05409,0.039786,0.015375
2022-07-21,7.99,0.032541,0.058532,0.005418
2022-07-22,8.25,0.032727,0.019144,-0.002541
2022-07-25,8.52,0.110329,0.012089,-0.010783
2022-07-26,9.46,-0.085624,-0.040688,-0.015752
2022-07-27,8.65,0.011561,-0.017349,-0.005221
2022-07-28,8.75,-0.048,-0.028926,-0.016167
2022-07-29,8.33,-0.015606,-0.021249,-0.007284
2022-08-01,8.2,-0.023171,0.009135,-0.005237
2022-08-02,8.01,-0.024969,0.01289,0.010251
2022-08-03,7.81,0.075544,-0.000474,0.017167
2022-08-04,8.4,-0.011905,-0.02093,0.004575
2022-08-05,8.3,-0.06506,-0.017385,0.017214
2022-08-08,7.76,0.014175,0.032715,0.030049
2022-08-09,7.87,-0.001271,0.035806,0.026672
2022-08-10,7.86,0.085242,0.032029,0.022607
2022-08-11,8.53,0.023447,0.029138,0.021527
2022-08-12,8.73,-0.0126,0.029583,0.016727
2022-08-15,8.62,0.076566,0.030629,0.011494
2022-08-16,9.28,0.024784,-0.004801,0.003638
2022-08-17,9.51,-0.009464,0.012831,0.000249
2022-08-18,9.42,-0.029724,0.012601,-0.002016
2022-08-19,9.14,0.077681,0.006099,6.6e-05
2022-08-22,9.85,-0.010152,-0.012603,-0.0137
2022-08-23,9.75,-0.049231,-0.008867,-0.005051
2022-08-24,9.27,0.021575,-0.000895,-0.001064
2022-08-25,9.47,0.001056,-0.013137,-0.147003
2022-08-26,9.48,-0.025316,-0.019716,-0.17168
2022-08-29,9.24,-0.015152,0.00552,-0.175285
2022-08-30,9.1,-0.018681,0.003463,-0.169681
2022-08-31,8.93,0.050392,-0.323643,-0.165761
2022-09-01,9.38,-0.021322,-0.510661,-0.176366
2022-09-02,9.18,-1.0,-0.523474,-0.166918
2022-09-05,0.0,,-0.014238,0.003871
2022-09-06,8.52,-0.046948,-0.00788,0.001676
2022-09-07,8.12,0.018473,0.003358,0.000243
2022-09-08,8.27,0.004837,0.008989,-0.005038
2022-09-09,8.31,-0.013237,0.015621,-0.004832
2022-09-12,8.2,0.035366,0.016202,-0.003297
2022-09-13,8.49,0.024735,-0.014579,-0.012462
2022-09-14,8.7,-0.011494,-0.028989,-0.034589
2022-09-15,8.6,-0.056977,-0.023064,-0.032947
2022-09-16,8.11,-0.018496,-0.004904,-0.023114
2022-09-19,7.96,0.006281,-0.008334,-0.025492
2022-09-20,8.01,-0.002497,-0.053813,-0.026823
2022-09-21,7.99,-0.028786,-0.05298,-0.030163
2022-09-22,7.76,-0.130155,-0.039434,-0.043015
2022-09-23,6.75,0.0,-0.007762,-0.0305
2022-09-26,6.75,0.011852,-0.008774,-0.01886
2022-09-27,6.83,-0.035139,-0.02135,0.005621
2022-09-28,6.59,-0.003035,-0.04922,-0.003004
2022-09-29,6.57,-0.025875,-0.062393,-0.145427
2022-09-30,6.4,-0.11875,-0.026607,-0.165353
2022-10-03,5.64,-0.042553,0.074049,-0.134808
2022-10-04,5.4,0.081481,0.056396,-0.136555
2022-10-05,5.84,0.183219,-0.304098,-0.154135
2022-10-06,6.91,-0.095514,-0.547757,-0.185218
2022-10-07,6.25,-1.0,-0.467742,-0.167106
2022-10-10,0.0,,0.005743,-0.014779
2022-10-11,6.2,0.064516,-0.004171,-0.026116
2022-10-12,6.6,-0.05303,-0.02677,-0.05354
2022-10-13,6.25,-0.024,-0.004707,-0.034407
2022-10-14,6.1,-0.003279,-0.025387,-0.020287
2022-10-17,6.08,0.013158,-0.055673,-0.016779
2022-10-18,6.16,-0.086039,-0.102543,-0.018117
2022-10-19,5.63,-0.094139,-0.046897,-0.013373
2022-10-20,5.1,-0.127451,0.009431,7.5e-05
2022-10-21,4.45,0.080899,0.059007,0.005477
2022-10-24,4.81,0.074844,0.033303,-0.005768
2022-10-25,5.17,0.021277,-0.009255,-0.014276
2022-10-26,5.28,0.003788,-0.016347,-0.037285
2022-10-27,5.3,-0.05283,-0.047491,-0.015684
2022-10-28,5.02,0.0,-0.029151,-0.027308
2022-10-31,5.02,-0.089641,-0.024056,-0.046593
2022-11-01,4.57,0.002188,-0.040771,0.021539
2022-11-02,4.58,0.015284,0.010166,0.021226
2022-11-03,4.65,-0.139785,-0.039661,0.0619
2022-11-04,4.0,0.155,-0.038066,0.074085
2022-11-07,4.62,-0.134199,0.039361,0.051458
2022-11-08,4.0,-0.135,0.084094,0.078404
2022-11-09,3.46,0.387283,0.229094,0.095386
2022-11-10,4.8,0.0,0.081838,0.043104
2022-11-11,4.8,0.3,0.080708,0.044021
2022-11-14,6.24,-0.054487,-0.001152,0.007999
2022-11-15,5.9,-0.00339,0.011634,-0.127074
2022-11-16,5.88,0.054422,0.019868,-0.147688
2022-11-17,6.2,-0.016129,0.003868,-0.171218
2022-11-18,6.1,0.021311,0.025193,-0.167697
2022-11-21,6.23,0.006421,-0.315244,-0.144438
2022-11-22,6.27,0.047847,-0.476077,-0.161461
2022-11-23,6.57,-1.0,-0.543379,-0.20656
2022-11-24,0.0,,-0.040879,-0.065977
2022-11-25,6.57,-0.086758,0.026368,-0.04175
2022-11-28,6.0,0.005,0.023383,-0.032163
2022-11-29,6.03,0.160862,-0.052534,-0.023332
2022-11-30,7.0,-0.095714,-0.158322,-0.040646
2022-12-01,6.33,-0.222749,-0.091879,0.023228
2022-12-02,4.92,-0.156504,-0.02418,0.065026
2022-12-05,4.15,0.103614,0.05026,0.074289
2022-12-06,4.58,-0.019651,0.028943,0.065166
2022-12-07,4.49,0.066815,0.152629,0.064402
2022-12-08,4.79,0.039666,0.153636,0.043006
2022-12-09,4.98,0.351406,0.109859,0.018542
2022-12-12,6.73,0.069837,0.005975,-0.008661
2022-12-13,7.2,-0.091667,-0.025637,0.003968
2022-12-14,6.54,0.039755,-0.022734,0.018069
2022-12-15,6.8,-0.025,-0.079845,-0.130467
2022-12-16,6.63,-0.082956,-0.01785,-0.148045
2022-12-19,6.08,-0.131579,0.062548,-0.162224
2022-12-20,5.28,0.160985,0.108755,-0.151789
2022-12-21,6.13,0.158238,-0.27824,-0.190083
2022-12-22,7.1,0.007042,-0.496479,-0.383123
2022-12-23,7.15,-1.0,-0.584016,-0.461156
2022-12-26,0.0,,-0.118499,-0.255112
2022-12-27,4.88,-0.168033,-0.101927,-0.21126
2022-12-28,4.06,-0.068966,-0.37925,-0.198687
2022-12-29,3.78,-0.068783,-0.534392,-0.176503
2022-12-30,3.52,-1.0,-0.48489,-0.180107
2023-01-02,0.0,,0.01911,-0.008923
2023-01-03,3.64,0.03022,-0.018124,-0.005134
2023-01-04,3.75,0.008,-0.006818,-0.011098
2023-01-05,3.78,-0.092593,-0.039621,-0.155098
2023-01-06,3.43,0.06414,0.000279,-0.165516
2023-01-09,3.65,-0.090411,-0.015236,-0.187382
2023-01-10,3.32,0.027108,0.011059,-0.187417
2023-01-11,3.41,0.017595,-0.331311,-0.17819
2023-01-12,3.47,-0.011527,-0.505764,-0.166307
2023-01-13,3.43,-1.0,-0.533528,-0.168273
2023-01-16,0.0,,-0.07884,-0.014542
2023-01-17,3.43,-0.067055,-0.025069,-0.029571
2023-01-18,3.2,-0.090625,0.026913,-0.014214
2023-01-19,2.91,0.082474,0.049347,-0.001772
2023-01-20,3.15,0.088889,-0.004016,-0.022166
2023-01-23,3.43,-0.023324,-0.073559,-0.034865
2023-01-24,3.35,-0.077612,-0.052304,-0.030455
2023-01-25,3.09,-0.119741,-0.027611,-0.033813
2023-01-26,2.72,0.040441,-0.007792,-0.030398
2023-01-27,2.83,-0.003534,-0.021272,-0.024325
2023-01-30,2.82,-0.060284,-0.017579,-0.020781
2023-01-31,2.65,0.0,-0.031192,-0.012169
2023-02-01,2.65,0.007547,-0.063137,-0.013955
2023-02-02,2.67,-0.101124,-0.038003,-0.012019
2023-02-03,2.4,-0.095833,0.002798,0.002427
2023-02-06,2.17,0.082949,0.034742,0.017889
2023-02-07,2.35,0.021277,0.002926,0.007788
2023-02-08,2.4,0.0,0.002866,-0.006772
2023-02-09,2.4,-0.0125,0.002866,-0.14963
2023-02-10,2.37,0.021097,0.011165,-0.172484
2023-02-13,2.42,0.0,0.008214,-0.179931
2023-02-14,2.42,0.012397,-0.018668,-0.17188
2023-02-15,2.45,0.012245,-0.356133,-0.159353
2023-02-16,2.48,-0.080645,-0.540323,-0.147976
2023-02-17,2.28,-1.0,-0.511792,-0.137803
2023-02-20,0.0,,0.012362,0.034864
2023-02-21,2.12,-0.023585,0.037427,0.034296
2023-02-22,2.07,0.048309,0.072125,0.03713
2023-02-23,2.17,0.087558,0.049486,0.019488
2023-02-24,2.36,0.080508,0.0323,0.010464
2023-02-27,2.55,-0.019608,0.01576,-0.002171
2023-02-28,2.5,0.036,0.021048,0.00063
2023-03-01,2.59,0.030888,-0.016015,-0.010227
2023-03-02,2.67,-0.003745,-0.018181,-0.01464
2023-03-03,2.66,-0.075188,-0.019578,0.000776
2023-03-06,2.46,0.02439,0.005485,0.000736
2023-03-07,2.52,-0.007937,-0.015979,-0.002749
2023-03-08,2.5,0.0,-0.013333,-0.003364
2023-03-09,2.5,-0.04,0.021389,-0.01458
2023-03-10,2.4,0.0,0.009565,-0.028084
2023-03-13,2.4,0.104167,0.009565,-0.020683
2023-03-14,2.65,-0.075472,-0.029239,-0.032045
2023-03-15,2.45,0.0,-0.030252,-0.02401
2023-03-16,2.45,-0.012245,-0.075095,-0.02401
2023-03-17,2.42,-0.078512,-0.053743,-0.023662
2023-03-20,2.23,-0.134529,-0.019362,-0.018103
2023-03-21,1.93,0.051813,0.019071,0.001851
2023-03-22,2.03,0.024631,0.0018,0.005439
2023-03-23,2.08,-0.019231,-0.009678,0.00124
2023-03-24,2.04,0.0,-0.016469,0.006721
2023-03-27,2.04,-0.009804,-0.014751,0.009404
2023-03-28,2.02,-0.039604,0.014158,0.011463
2023-03-29,1.94,0.005155,0.025772,-0.125737
2023-03-30,1.95,0.076923,0.030433,-0.147552
2023-03-31,2.1,-0.004762,0.011052,-0.157272
2023-04-03,2.09,0.019139,0.014175,-0.154195
2023-04-04,2.13,0.018779,-0.325537,-0.170898
2023-04-05,2.17,0.004608,-0.497696,-0.187917
2023-04-06,2.18,-1.0,-0.490698,-0.158382
2023-04-07,0.0,,0.016152,0.009793
2023-04-10,2.15,0.018605,-0.016259,0.006472
2023-04-11,2.19,0.013699,-0.050239,0.003165
2023-04-12,2.22,-0.081081,0.005801,0.00186
2023-04-13,2.04,-0.083333,0.035845,0.012794
2023-04-14,1.87,0.181818,0.059138,0.026003
2023-04-17,2.21,0.00905,-0.002983,-0.001264
2023-04-18,2.23,-0.013453,-0.004477,-0.003861
2023-04-19,2.2,-0.004545,-0.001508,0.004644
2023-04-20,2.19,0.004566,0.003051,0.003405
2023-04-21,2.2,-0.004545,-0.001488,-0.0049
2023-04-24,2.19,0.009132,-0.003017,-0.011663
2023-04-25,2.21,-0.00905,0.0093,-0.016521
2023-04-26,2.19,-0.009132,0.007912,-0.023246
2023-04-27,2.17,0.046083,-0.006901,-0.001092
2023-04-28,2.27,-0.013216,-0.039558,-0.000937
2023-05-01,2.24,-0.053571,-0.043445,-0.005484
2023-05-02,2.12,-0.051887,-0.044295,-0.0012
2023-05-03,2.01,-0.024876,0.021649,1e-06
2023-05-04,1.96,-0.056122,0.045664,0.023036
2023-05-05,1.85,0.145946,0.049357,0.032958
2023-05-08,2.12,0.04717,-0.007153,0.010229
2023-05-09,2.22,-0.045045,-0.037369,0.006665
2023-05-10,2.12,-0.023585,0.0231,0.017448
2023-05-11,2.07,-0.043478,0.035406,0.016597
2023-05-12,1.98,0.136364,0.045513,0.01784
2023-05-15,2.25,0.013333,0.007466,0.00029
2023-05-16,2.28,-0.013158,0.013166,-0.002885
2023-05-17,2.25,0.022222,0.007707,-0.023427
2023-05-18,2.3,0.030435,-0.011295,-0.169459
2023-05-19,2.37,-0.029536,-0.016935,-0.202774
2023-05-22,2.3,-0.034783,-0.010053,-0.198641
2023-05-23,2.22,0.013514,-0.050775,-0.219035
2023-05-24,2.25,-0.008889,-0.388613,-0.224112
2023-05-25,2.23,-0.156951,-0.578475,-0.205389
2023-05-26,1.88,-1.0,-0.50237,-0.176626
2023-05-29,0.0,,-0.080941,0.005425
2023-05-30,2.11,-0.004739,-0.05961,0.002638
2023-05-31,2.1,-0.157143,-0.023548,-0.013692
2023-06-01,1.77,-0.016949,0.034041,0.012618
2023-06-02,1.74,0.103448,0.07046,0.022558
2023-06-05,1.92,0.015625,0.031283,0.011351
2023-06-06,1.95,0.092308,-0.013608,0.018178
2023-06-07,2.13,-0.014085,-0.035368,0.001715
2023-06-08,2.1,-0.119048,-0.01313,-0.13913
2023-06-09,1.85,0.027027,0.034886,-0.142477
2023-06-12,1.9,0.052632,0.047015,-0.156786
2023-06-13,2.0,0.025,0.021826,-0.163325
2023-06-14,2.05,0.063415,-0.31984,-0.171163
2023-06-15,2.18,-0.022936,-0.511468,-0.151702
2023-06-16,2.13,-1.0,-0.529412,-0.144063
2023-06-19,0.0,,-0.022715,0.02447
2023-06-20,2.38,-0.058824,-0.022486,0.004632
2023-06-21,2.24,0.013393,0.057182,0.017798
2023-06-22,2.27,-0.022026,0.060352,0.015884
2023-06-23,2.22,0.18018,0.071425,-0.123826
2023-06-26,2.62,0.022901,-0.026765,-0.174494
2023-06-27,2.68,0.011194,-0.023288,-0.187745
2023-06-28,2.71,-0.114391,-0.027019,-0.190277
2023-06-29,2.4,0.033333,-0.322222,-0.167196
2023-06-30,2.48,0.0,-0.5,-0.171444
2023-07-03,2.48,-1.0,-0.528302,-0.172741
2023-07-04,0.0,,-0.030302,-0.009342
2023-07-05,2.65,-0.056604,-0.012169,-0.008008
2023-07-06,2.5,-0.004,0.009313,-0.002207
2023-07-07,2.49,0.024096,0.008052,0.001849
2023-07-10,2.55,0.007843,-0.006516,-0.002161
2023-07-11,2.57,-0.007782,-0.00913,0.00241
2023-07-12,2.55,-0.019608,-0.011869,0.003522
2023-07-13,2.5,0.0,0.002797,0.010155
2023-07-14,2.5,-0.016,0.001474,0.009089
2023-07-17,2.46,0.02439,0.020088,0.008152
2023-07-18,2.52,-0.003968,0.011957,-0.002475
2023-07-19,2.51,0.039841,0.02222,0.001562
2023-07-20,2.61,0.0,0.006452,-0.001306
2023-07-21,2.61,0.02682,-0.001066,-0.00629
2023-07-24,2.68,-0.007463,-0.026673,-0.013564
